AUCTION_INFO;RESOURCE_TYPE;name_ru;block_n;ring_n;AREA_KM;n_point;gsk2011_b_deg;gsk2011_b_min;gsk2011_b_sec;gsk2011_l_deg;gsk2011_l_min;gsk2011_l_sec;pulk42_b_deg;pulk42_b_min;pulk42_b_sec;pulk42_l_deg;pulk42_l_min;pulk42_l_sec;comments;RESOURCES;EXPERT_PROTOCOL;USAGE_TYPE;LEND_TYPE;AUCTION_DATE
Самарская обл.27.02.2023;нефть, газ;Губернский (подготовленные структуры: часть Чудовской, Губерская, Северо-Пестравская, Хачбулагская, Чагорская, Ютовская). Красноармейский, Большеглушицкий и Пестравский районы;19;8;650.7;5;52;27;22.671;49;58;16.697;52;27;22;49;58;22;"из общей площади участка недр исключается участок Красноармейского месторождения, площадью 15.98 км2, без ограничений по глубине. из общей площади участка недр исключается участок Летовского месторождения, площадью 8.41 км2, без ограничений по глубине. из общей площади участка недр исключается участок Агинского месторождения, площадью 0.54 км2, без ограничений по глубине. из общей площади участка недр исключается участок Маланинского месторождения, площадью 8.43 км2, без ограничения по глубине. из общей площади участка недр исключается участок Анютинского месторождения, площадью 8.48 км2, без ограничения по глубине. из общей площади участка недр исключается участок Буролатского месторождения, площадью 2.61 км2, без ограничения по глубине. из общей площади участка недр исключается участок Ежовского, Хребтового и Волковского месторождений, площадью 10.07 км2, без ограничения по глубине. из общей площади участка недр исключается участок Петрухновского месторождения (лицензия СМР 02118 НЭ), площадью 9.93 км2, без ограничения по глубине. На участке находится ООПТ регионального значения - памятник природы ""Истоки реки Б.Вязовка"", необходимо согласование на проведение работ в соответствии с регламентом ООПТ. На участке находятся водозаборные скважины. Необходимо учитывать ЗСО водозаборных скважин и согласовывать проведение работ в пределах ЗСО";Нефть (извл): D0 - 1.462 млн. т, Dл – 4.0 млн. т, D1 – 6.0 млн. т. Газ: D1- 1.3 млрд. М3;по данным Госбаланса на 01.01.2022. по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023 г. Приволжскнедра
Самарская обл.27.02.2023;нефть, газ;Губернский (подготовленные структуры: часть Чудовской, Губерская, Северо-Пестравская, Хачбулагская, Чагорская, Ютовская). Красноармейский, Большеглушицкий и Пестравский районы;19;8;650.7;6;52;26;28.671;50;0;14.702;52;26;28;50;00;20;"из общей площади участка недр исключается участок Красноармейского месторождения, площадью 15.98 км2, без ограничений по глубине. из общей площади участка недр исключается участок Летовского месторождения, площадью 8.41 км2, без ограничений по глубине. из общей площади участка недр исключается участок Агинского месторождения, площадью 0.54 км2, без ограничений по глубине. из общей площади участка недр исключается участок Маланинского месторождения, площадью 8.43 км2, без ограничения по глубине. из общей площади участка недр исключается участок Анютинского месторождения, площадью 8.48 км2, без ограничения по глубине. из общей площади участка недр исключается участок Буролатского месторождения, площадью 2.61 км2, без ограничения по глубине. из общей площади участка недр исключается участок Ежовского, Хребтового и Волковского месторождений, площадью 10.07 км2, без ограничения по глубине. из общей площади участка недр исключается участок Петрухновского месторождения (лицензия СМР 02118 НЭ), площадью 9.93 км2, без ограничения по глубине. На участке находится ООПТ регионального значения - памятник природы ""Истоки реки Б.Вязовка"", необходимо согласование на проведение работ в соответствии с регламентом ООПТ. На участке находятся водозаборные скважины. Необходимо учитывать ЗСО водозаборных скважин и согласовывать проведение работ в пределах ЗСО";Нефть (извл): D0 - 1.462 млн. т, Dл – 4.0 млн. т, D1 – 6.0 млн. т. Газ: D1- 1.3 млрд. М3;по данным Госбаланса на 01.01.2022. по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023 г. Приволжскнедра
Самарская обл.27.02.2023;нефть, газ;Губернский (подготовленные структуры: часть Чудовской, Губерская, Северо-Пестравская, Хачбулагская, Чагорская, Ютовская). Красноармейский, Большеглушицкий и Пестравский районы;19;8;650.7;7;52;25;38.67;49;59;19.703;52;25;38;49;59;25;"из общей площади участка недр исключается участок Красноармейского месторождения, площадью 15.98 км2, без ограничений по глубине. из общей площади участка недр исключается участок Летовского месторождения, площадью 8.41 км2, без ограничений по глубине. из общей площади участка недр исключается участок Агинского месторождения, площадью 0.54 км2, без ограничений по глубине. из общей площади участка недр исключается участок Маланинского месторождения, площадью 8.43 км2, без ограничения по глубине. из общей площади участка недр исключается участок Анютинского месторождения, площадью 8.48 км2, без ограничения по глубине. из общей площади участка недр исключается участок Буролатского месторождения, площадью 2.61 км2, без ограничения по глубине. из общей площади участка недр исключается участок Ежовского, Хребтового и Волковского месторождений, площадью 10.07 км2, без ограничения по глубине. из общей площади участка недр исключается участок Петрухновского месторождения (лицензия СМР 02118 НЭ), площадью 9.93 км2, без ограничения по глубине. На участке находится ООПТ регионального значения - памятник природы ""Истоки реки Б.Вязовка"", необходимо согласование на проведение работ в соответствии с регламентом ООПТ. На участке находятся водозаборные скважины. Необходимо учитывать ЗСО водозаборных скважин и согласовывать проведение работ в пределах ЗСО";Нефть (извл): D0 - 1.462 млн. т, Dл – 4.0 млн. т, D1 – 6.0 млн. т. Газ: D1- 1.3 млрд. М3;по данным Госбаланса на 01.01.2022. по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023 г. Приволжскнедра
Самарская обл.27.02.2023;нефть, газ;Губернский (подготовленные структуры: часть Чудовской, Губерская, Северо-Пестравская, Хачбулагская, Чагорская, Ютовская). Красноармейский, Большеглушицкий и Пестравский районы;19;8;650.7;8;52;26;40.269;49;57;12.197;52;26;39.6;49;57;17.5;"из общей площади участка недр исключается участок Красноармейского месторождения, площадью 15.98 км2, без ограничений по глубине. из общей площади участка недр исключается участок Летовского месторождения, площадью 8.41 км2, без ограничений по глубине. из общей площади участка недр исключается участок Агинского месторождения, площадью 0.54 км2, без ограничений по глубине. из общей площади участка недр исключается участок Маланинского месторождения, площадью 8.43 км2, без ограничения по глубине. из общей площади участка недр исключается участок Анютинского месторождения, площадью 8.48 км2, без ограничения по глубине. из общей площади участка недр исключается участок Буролатского месторождения, площадью 2.61 км2, без ограничения по глубине. из общей площади участка недр исключается участок Ежовского, Хребтового и Волковского месторождений, площадью 10.07 км2, без ограничения по глубине. из общей площади участка недр исключается участок Петрухновского месторождения (лицензия СМР 02118 НЭ), площадью 9.93 км2, без ограничения по глубине. На участке находится ООПТ регионального значения - памятник природы ""Истоки реки Б.Вязовка"", необходимо согласование на проведение работ в соответствии с регламентом ООПТ. На участке находятся водозаборные скважины. Необходимо учитывать ЗСО водозаборных скважин и согласовывать проведение работ в пределах ЗСО";Нефть (извл): D0 - 1.462 млн. т, Dл – 4.0 млн. т, D1 – 6.0 млн. т. Газ: D1- 1.3 млрд. М3;по данным Госбаланса на 01.01.2022. по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023 г. Приволжскнедра
Самарская обл.27.02.2023;нефть, газ;Губернский (подготовленные структуры: часть Чудовской, Губерская, Северо-Пестравская, Хачбулагская, Чагорская, Ютовская). Красноармейский, Большеглушицкий и Пестравский районы;19;8;650.7;9;52;27;6.169;49;56;49.096;52;27;5.5;49;56;54.4;"из общей площади участка недр исключается участок Красноармейского месторождения, площадью 15.98 км2, без ограничений по глубине. из общей площади участка недр исключается участок Летовского месторождения, площадью 8.41 км2, без ограничений по глубине. из общей площади участка недр исключается участок Агинского месторождения, площадью 0.54 км2, без ограничений по глубине. из общей площади участка недр исключается участок Маланинского месторождения, площадью 8.43 км2, без ограничения по глубине. из общей площади участка недр исключается участок Анютинского месторождения, площадью 8.48 км2, без ограничения по глубине. из общей площади участка недр исключается участок Буролатского месторождения, площадью 2.61 км2, без ограничения по глубине. из общей площади участка недр исключается участок Ежовского, Хребтового и Волковского месторождений, площадью 10.07 км2, без ограничения по глубине. из общей площади участка недр исключается участок Петрухновского месторождения (лицензия СМР 02118 НЭ), площадью 9.93 км2, без ограничения по глубине. На участке находится ООПТ регионального значения - памятник природы ""Истоки реки Б.Вязовка"", необходимо согласование на проведение работ в соответствии с регламентом ООПТ. На участке находятся водозаборные скважины. Необходимо учитывать ЗСО водозаборных скважин и согласовывать проведение работ в пределах ЗСО";Нефть (извл): D0 - 1.462 млн. т, Dл – 4.0 млн. т, D1 – 6.0 млн. т. Газ: D1- 1.3 млрд. М3;по данным Госбаланса на 01.01.2022. по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023 г. Приволжскнедра
Самарская обл.27.02.2023;нефть, газ;Губернский (подготовленные структуры: часть Чудовской, Губерская, Северо-Пестравская, Хачбулагская, Чагорская, Ютовская). Красноармейский, Большеглушицкий и Пестравский районы;19;8;650.7;10;52;27;21.07;49;57;7.296;52;27;20.4;49;57;12.6;"из общей площади участка недр исключается участок Красноармейского месторождения, площадью 15.98 км2, без ограничений по глубине. из общей площади участка недр исключается участок Летовского месторождения, площадью 8.41 км2, без ограничений по глубине. из общей площади участка недр исключается участок Агинского месторождения, площадью 0.54 км2, без ограничений по глубине. из общей площади участка недр исключается участок Маланинского месторождения, площадью 8.43 км2, без ограничения по глубине. из общей площади участка недр исключается участок Анютинского месторождения, площадью 8.48 км2, без ограничения по глубине. из общей площади участка недр исключается участок Буролатского месторождения, площадью 2.61 км2, без ограничения по глубине. из общей площади участка недр исключается участок Ежовского, Хребтового и Волковского месторождений, площадью 10.07 км2, без ограничения по глубине. из общей площади участка недр исключается участок Петрухновского месторождения (лицензия СМР 02118 НЭ), площадью 9.93 км2, без ограничения по глубине. На участке находится ООПТ регионального значения - памятник природы ""Истоки реки Б.Вязовка"", необходимо согласование на проведение работ в соответствии с регламентом ООПТ. На участке находятся водозаборные скважины. Необходимо учитывать ЗСО водозаборных скважин и согласовывать проведение работ в пределах ЗСО";Нефть (извл): D0 - 1.462 млн. т, Dл – 4.0 млн. т, D1 – 6.0 млн. т. Газ: D1- 1.3 млрд. М3;по данным Госбаланса на 01.01.2022. по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023 г. Приволжскнедра
Самарская обл.27.02.2023;нефть, газ;Губернский (подготовленные структуры: часть Чудовской, Губерская, Северо-Пестравская, Хачбулагская, Чагорская, Ютовская). Красноармейский, Большеглушицкий и Пестравский районы;19;9;650.7;1;52;28;18.667;49;53;18.688;52;28;18;49;53;24;"из общей площади участка недр исключается участок Красноармейского месторождения, площадью 15.98 км2, без ограничений по глубине. из общей площади участка недр исключается участок Летовского месторождения, площадью 8.41 км2, без ограничений по глубине. из общей площади участка недр исключается участок Агинского месторождения, площадью 0.54 км2, без ограничений по глубине. из общей площади участка недр исключается участок Маланинского месторождения, площадью 8.43 км2, без ограничения по глубине. из общей площади участка недр исключается участок Анютинского месторождения, площадью 8.48 км2, без ограничения по глубине. из общей площади участка недр исключается участок Буролатского месторождения, площадью 2.61 км2, без ограничения по глубине. из общей площади участка недр исключается участок Ежовского, Хребтового и Волковского месторождений, площадью 10.07 км2, без ограничения по глубине. из общей площади участка недр исключается участок Петрухновского месторождения (лицензия СМР 02118 НЭ), площадью 9.93 км2, без ограничения по глубине. На участке находится ООПТ регионального значения - памятник природы ""Истоки реки Б.Вязовка"", необходимо согласование на проведение работ в соответствии с регламентом ООПТ. На участке находятся водозаборные скважины. Необходимо учитывать ЗСО водозаборных скважин и согласовывать проведение работ в пределах ЗСО";Нефть (извл): D0 - 1.462 млн. т, Dл – 4.0 млн. т, D1 – 6.0 млн. т. Газ: D1- 1.3 млрд. М3;по данным Госбаланса на 01.01.2022. по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023 г. Приволжскнедра
Самарская обл.27.02.2023;нефть, газ;Губернский (подготовленные структуры: часть Чудовской, Губерская, Северо-Пестравская, Хачбулагская, Чагорская, Ютовская). Красноармейский, Большеглушицкий и Пестравский районы;19;9;650.7;2;52;28;12.669;49;54;48.69;52;28;12;49;54;54;"из общей площади участка недр исключается участок Красноармейского месторождения, площадью 15.98 км2, без ограничений по глубине. из общей площади участка недр исключается участок Летовского месторождения, площадью 8.41 км2, без ограничений по глубине. из общей площади участка недр исключается участок Агинского месторождения, площадью 0.54 км2, без ограничений по глубине. из общей площади участка недр исключается участок Маланинского месторождения, площадью 8.43 км2, без ограничения по глубине. из общей площади участка недр исключается участок Анютинского месторождения, площадью 8.48 км2, без ограничения по глубине. из общей площади участка недр исключается участок Буролатского месторождения, площадью 2.61 км2, без ограничения по глубине. из общей площади участка недр исключается участок Ежовского, Хребтового и Волковского месторождений, площадью 10.07 км2, без ограничения по глубине. из общей площади участка недр исключается участок Петрухновского месторождения (лицензия СМР 02118 НЭ), площадью 9.93 км2, без ограничения по глубине. На участке находится ООПТ регионального значения - памятник природы ""Истоки реки Б.Вязовка"", необходимо согласование на проведение работ в соответствии с регламентом ООПТ. На участке находятся водозаборные скважины. Необходимо учитывать ЗСО водозаборных скважин и согласовывать проведение работ в пределах ЗСО";Нефть (извл): D0 - 1.462 млн. т, Dл – 4.0 млн. т, D1 – 6.0 млн. т. Газ: D1- 1.3 млрд. М3;по данным Госбаланса на 01.01.2022. по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023 г. Приволжскнедра
Самарская обл.27.02.2023;нефть, газ;Губернский (подготовленные структуры: часть Чудовской, Губерская, Северо-Пестравская, Хачбулагская, Чагорская, Ютовская). Красноармейский, Большеглушицкий и Пестравский районы;19;9;650.7;3;52;26;48.667;49;54;42.694;52;26;48;49;54;48;"из общей площади участка недр исключается участок Красноармейского месторождения, площадью 15.98 км2, без ограничений по глубине. из общей площади участка недр исключается участок Летовского месторождения, площадью 8.41 км2, без ограничений по глубине. из общей площади участка недр исключается участок Агинского месторождения, площадью 0.54 км2, без ограничений по глубине. из общей площади участка недр исключается участок Маланинского месторождения, площадью 8.43 км2, без ограничения по глубине. из общей площади участка недр исключается участок Анютинского месторождения, площадью 8.48 км2, без ограничения по глубине. из общей площади участка недр исключается участок Буролатского месторождения, площадью 2.61 км2, без ограничения по глубине. из общей площади участка недр исключается участок Ежовского, Хребтового и Волковского месторождений, площадью 10.07 км2, без ограничения по глубине. из общей площади участка недр исключается участок Петрухновского месторождения (лицензия СМР 02118 НЭ), площадью 9.93 км2, без ограничения по глубине. На участке находится ООПТ регионального значения - памятник природы ""Истоки реки Б.Вязовка"", необходимо согласование на проведение работ в соответствии с регламентом ООПТ. На участке находятся водозаборные скважины. Необходимо учитывать ЗСО водозаборных скважин и согласовывать проведение работ в пределах ЗСО";Нефть (извл): D0 - 1.462 млн. т, Dл – 4.0 млн. т, D1 – 6.0 млн. т. Газ: D1- 1.3 млрд. М3;по данным Госбаланса на 01.01.2022. по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023 г. Приволжскнедра
Самарская обл.27.02.2023;нефть, газ;Губернский (подготовленные структуры: часть Чудовской, Губерская, Северо-Пестравская, Хачбулагская, Чагорская, Ютовская). Красноармейский, Большеглушицкий и Пестравский районы;19;9;650.7;4;52;25;48.667;49;56;0.698;52;25;48;49;56;06;"из общей площади участка недр исключается участок Красноармейского месторождения, площадью 15.98 км2, без ограничений по глубине. из общей площади участка недр исключается участок Летовского месторождения, площадью 8.41 км2, без ограничений по глубине. из общей площади участка недр исключается участок Агинского месторождения, площадью 0.54 км2, без ограничений по глубине. из общей площади участка недр исключается участок Маланинского месторождения, площадью 8.43 км2, без ограничения по глубине. из общей площади участка недр исключается участок Анютинского месторождения, площадью 8.48 км2, без ограничения по глубине. из общей площади участка недр исключается участок Буролатского месторождения, площадью 2.61 км2, без ограничения по глубине. из общей площади участка недр исключается участок Ежовского, Хребтового и Волковского месторождений, площадью 10.07 км2, без ограничения по глубине. из общей площади участка недр исключается участок Петрухновского месторождения (лицензия СМР 02118 НЭ), площадью 9.93 км2, без ограничения по глубине. На участке находится ООПТ регионального значения - памятник природы ""Истоки реки Б.Вязовка"", необходимо согласование на проведение работ в соответствии с регламентом ООПТ. На участке находятся водозаборные скважины. Необходимо учитывать ЗСО водозаборных скважин и согласовывать проведение работ в пределах ЗСО";Нефть (извл): D0 - 1.462 млн. т, Dл – 4.0 млн. т, D1 – 6.0 млн. т. Газ: D1- 1.3 млрд. М3;по данным Госбаланса на 01.01.2022. по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023 г. Приволжскнедра
Самарская обл.27.02.2023;нефть, газ;Губернский (подготовленные структуры: часть Чудовской, Губерская, Северо-Пестравская, Хачбулагская, Чагорская, Ютовская). Красноармейский, Большеглушицкий и Пестравский районы;19;9;650.7;5;52;25;24.665;49;54;24.697;52;25;24;49;54;30;"из общей площади участка недр исключается участок Красноармейского месторождения, площадью 15.98 км2, без ограничений по глубине. из общей площади участка недр исключается участок Летовского месторождения, площадью 8.41 км2, без ограничений по глубине. из общей площади участка недр исключается участок Агинского месторождения, площадью 0.54 км2, без ограничений по глубине. из общей площади участка недр исключается участок Маланинского месторождения, площадью 8.43 км2, без ограничения по глубине. из общей площади участка недр исключается участок Анютинского месторождения, площадью 8.48 км2, без ограничения по глубине. из общей площади участка недр исключается участок Буролатского месторождения, площадью 2.61 км2, без ограничения по глубине. из общей площади участка недр исключается участок Ежовского, Хребтового и Волковского месторождений, площадью 10.07 км2, без ограничения по глубине. из общей площади участка недр исключается участок Петрухновского месторождения (лицензия СМР 02118 НЭ), площадью 9.93 км2, без ограничения по глубине. На участке находится ООПТ регионального значения - памятник природы ""Истоки реки Б.Вязовка"", необходимо согласование на проведение работ в соответствии с регламентом ООПТ. На участке находятся водозаборные скважины. Необходимо учитывать ЗСО водозаборных скважин и согласовывать проведение работ в пределах ЗСО";Нефть (извл): D0 - 1.462 млн. т, Dл – 4.0 млн. т, D1 – 6.0 млн. т. Газ: D1- 1.3 млрд. М3;по данным Госбаланса на 01.01.2022. по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023 г. Приволжскнедра
Самарская обл.27.02.2023;нефть, газ;Губернский (подготовленные структуры: часть Чудовской, Губерская, Северо-Пестравская, Хачбулагская, Чагорская, Ютовская). Красноармейский, Большеглушицкий и Пестравский районы;19;9;650.7;6;52;26;48.665;49;52;54.691;52;26;48;49;53;00;"из общей площади участка недр исключается участок Красноармейского месторождения, площадью 15.98 км2, без ограничений по глубине. из общей площади участка недр исключается участок Летовского месторождения, площадью 8.41 км2, без ограничений по глубине. из общей площади участка недр исключается участок Агинского месторождения, площадью 0.54 км2, без ограничений по глубине. из общей площади участка недр исключается участок Маланинского месторождения, площадью 8.43 км2, без ограничения по глубине. из общей площади участка недр исключается участок Анютинского месторождения, площадью 8.48 км2, без ограничения по глубине. из общей площади участка недр исключается участок Буролатского месторождения, площадью 2.61 км2, без ограничения по глубине. из общей площади участка недр исключается участок Ежовского, Хребтового и Волковского месторождений, площадью 10.07 км2, без ограничения по глубине. из общей площади участка недр исключается участок Петрухновского месторождения (лицензия СМР 02118 НЭ), площадью 9.93 км2, без ограничения по глубине. На участке находится ООПТ регионального значения - памятник природы ""Истоки реки Б.Вязовка"", необходимо согласование на проведение работ в соответствии с регламентом ООПТ. На участке находятся водозаборные скважины. Необходимо учитывать ЗСО водозаборных скважин и согласовывать проведение работ в пределах ЗСО";Нефть (извл): D0 - 1.462 млн. т, Dл – 4.0 млн. т, D1 – 6.0 млн. т. Газ: D1- 1.3 млрд. М3;по данным Госбаланса на 01.01.2022. по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023 г. Приволжскнедра
Самарская обл.27.02.2023;нефть, газ;Губернский (подготовленные структуры: часть Чудовской, Губерская, Северо-Пестравская, Хачбулагская, Чагорская, Ютовская). Красноармейский, Большеглушицкий и Пестравский районы;19;10;650.7;1;52;33;11.581;50;03;10.39;52;33;10.9;50;03;15.7;"из общей площади участка недр исключается участок Красноармейского месторождения, площадью 15.98 км2, без ограничений по глубине. из общей площади участка недр исключается участок Летовского месторождения, площадью 8.41 км2, без ограничений по глубине. из общей площади участка недр исключается участок Агинского месторождения, площадью 0.54 км2, без ограничений по глубине. из общей площади участка недр исключается участок Маланинского месторождения, площадью 8.43 км2, без ограничения по глубине. из общей площади участка недр исключается участок Анютинского месторождения, площадью 8.48 км2, без ограничения по глубине. из общей площади участка недр исключается участок Буролатского месторождения, площадью 2.61 км2, без ограничения по глубине. из общей площади участка недр исключается участок Ежовского, Хребтового и Волковского месторождений, площадью 10.07 км2, без ограничения по глубине. из общей площади участка недр исключается участок Петрухновского месторождения (лицензия СМР 02118 НЭ), площадью 9.93 км2, без ограничения по глубине. На участке находится ООПТ регионального значения - памятник природы ""Истоки реки Б.Вязовка"", необходимо согласование на проведение работ в соответствии с регламентом ООПТ. На участке находятся водозаборные скважины. Необходимо учитывать ЗСО водозаборных скважин и согласовывать проведение работ в пределах ЗСО";Нефть (извл): D0 - 1.462 млн. т, Dл – 4.0 млн. т, D1 – 6.0 млн. т. Газ: D1- 1.3 млрд. М3;по данным Госбаланса на 01.01.2022. по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023 г. Приволжскнедра
Самарская обл.27.02.2023;нефть, газ;Губернский (подготовленные структуры: часть Чудовской, Губерская, Северо-Пестравская, Хачбулагская, Чагорская, Ютовская). Красноармейский, Большеглушицкий и Пестравский районы;19;10;650.7;2;52;32;41.682;50;04;46.093;52;32;41;50;04;51.4;"из общей площади участка недр исключается участок Красноармейского месторождения, площадью 15.98 км2, без ограничений по глубине. из общей площади участка недр исключается участок Летовского месторождения, площадью 8.41 км2, без ограничений по глубине. из общей площади участка недр исключается участок Агинского месторождения, площадью 0.54 км2, без ограничений по глубине. из общей площади участка недр исключается участок Маланинского месторождения, площадью 8.43 км2, без ограничения по глубине. из общей площади участка недр исключается участок Анютинского месторождения, площадью 8.48 км2, без ограничения по глубине. из общей площади участка недр исключается участок Буролатского месторождения, площадью 2.61 км2, без ограничения по глубине. из общей площади участка недр исключается участок Ежовского, Хребтового и Волковского месторождений, площадью 10.07 км2, без ограничения по глубине. из общей площади участка недр исключается участок Петрухновского месторождения (лицензия СМР 02118 НЭ), площадью 9.93 км2, без ограничения по глубине. На участке находится ООПТ регионального значения - памятник природы ""Истоки реки Б.Вязовка"", необходимо согласование на проведение работ в соответствии с регламентом ООПТ. На участке находятся водозаборные скважины. Необходимо учитывать ЗСО водозаборных скважин и согласовывать проведение работ в пределах ЗСО";Нефть (извл): D0 - 1.462 млн. т, Dл – 4.0 млн. т, D1 – 6.0 млн. т. Газ: D1- 1.3 млрд. М3;по данным Госбаланса на 01.01.2022. по данным ФГБУ «ВНИГНИ»  на основании количественной оценки УВС России (по состоянию на 01.01.2017);геологическое изучение, разведка и добыча;аукцион;2 кв. 2023 г. Приволжскнедра
